Y,Trt,Time,X_1,X_2,X_3,ID
16.36002159,1,1,10.58582653,5.26631057,0.52446216,260880
14.37801743,1,0,10.93908904,5.310888024,0.516116813,260890
13.16724682,1,1,10.93672542,5.310888024,0.516116813,260890
15.53592968,1,0,10.12302461,5.400106512,0.512392894,260900
14.55126953,1,1,10.13118074,5.400106512,0.512392894,260900
12.56481838,1,0,9.618601567,5.422568329,0.518167108,260910
11.55729675,1,1,9.653165489,5.422568329,0.518167108,260910
11.95199108,1,0,9.899128064,3.85925494,0.495216502,260915
12.46121216,1,1,9.936970683,3.85925494,0.495216502,260915
19.47723389,1,0,9.380926673,4.113983777,0.495502862,260920
14.94194031,1,1,9.35617082,4.113983777,0.495502862,260920
15.86032295,1,0,9.6162054,2.857044754,0.502655857,260930
16.69316292,1,1,9.628063377,2.857044754,0.502655857,260930
13.78294754,1,0,11.00935678,5.666980168,0.512064343,260940
12.01206112,1,1,11.0280437,5.666980168,0.512064343,260940
15.08418369,1,0,10.37205265,5.322766047,0.521139109,260950
13.50171471,1,1,10.37891395,5.322766047,0.521139109,260950
15.55403519,1,0,12.87091808,9.112546711,0.53749679,260960
14.4078455,1,1,12.87427118,9.112546711,0.53749679,260960
12.70540428,1,0,10.06951034,5.105884866,0.516260163,260970
10.69179726,1,1,10.07394737,5.105884866,0.516260163,260970
21.30791283,1,0,9.565704457,3.168003494,0.501441578,260980
19.31196785,1,1,9.590350911,3.168003494,0.501441578,260980
18.28450584,1,0,11.11402874,3.279406325,0.50745828,260990
15.64693165,1,1,11.13072756,3.279406325,0.50745828,260990
28.32865715,1,0,11.03524444,5.167297104,0.516127407,261000
21.49243164,1,1,11.04405719,5.167297104,0.516127407,261000
13.61891747,1,0,8.996775795,3.947776175,0.513249481,261010
13.80175686,1,1,8.970050662,3.947776175,0.513249481,261010
12.79535007,1,0,10.18467357,4.236133434,0.509144083,261020
14.32026005,1,1,10.18263329,4.236133434,0.509144083,261020
17.46419907,1,0,9.345919666,3.86388263,0.498409236,261030
20.6076622,1,1,9.341631758,3.86388263,0.498409236,261030
14.03242588,1,0,9.956743919,2.05284086,0.491693038,261040
15.80114174,1,1,9.965992758,2.05284086,0.491693038,261040
14.1553297,1,0,10.27625728,4.472895147,0.5116669,261050
12.35079002,1,1,10.27280721,4.472895147,0.5116669,261050
16.75619125,1,0,10.90681799,5.220734132,0.509219775,261060
14.48248291,1,1,10.92401217,5.220734132,0.509219775,261060
13.45612621,1,0,12.67538854,8.034634273,0.528632191,261070
12.31939983,1,1,12.6933942,8.034634273,0.528632191,261070
13.41971302,1,0,9.98091145,3.261168737,0.499952254,261080
10.53336334,1,1,10.01926859,3.261168737,0.499952254,261080
15.31093216,1,0,11.09391909,4.146462516,0.513514802,261090
13.66405201,1,1,11.10531806,4.146462516,0.513514802,261090
19.83513641,1,0,10.46133034,3.425889994,0.509202265,261100
18.92985535,1,1,10.48377394,3.425889994,0.509202265,261100
19.67910957,1,0,12.69474775,4.166510173,0.512685313,261110
18.80301666,1,1,12.72986286,4.166510173,0.512685313,261110
14.47602177,1,0,9.329011902,3.819030139,0.521882227,261120
12.69643974,1,1,9.329544619,3.819030139,0.521882227,261120
14.56419468,1,0,10.19533593,4.769327772,0.505863761,261130
13.3005476,1,1,10.19995591,4.769327772,0.505863761,261130
13.99916458,1,0,9.572062557,4.803775113,0.487908327,261140
11.92034721,1,1,9.592673316,4.803775113,0.487908327,261140
13.63117027,1,0,10.14183494,4.652816839,0.507235591,261150
13.11719322,1,1,10.15370138,4.652816839,0.507235591,261150
14.47156811,1,0,8.830689199,3.465110707,0.506603354,261153
13.32747555,1,1,8.826441042,3.465110707,0.506603354,261153
14.61304283,1,0,14.29085179,8.859023903,0.538390353,261160
13.24029541,1,1,14.30137708,8.859023903,0.538390353,261160
17.24309731,1,0,9.906782119,4.111365547,0.508558606,261170
12.3872757,1,1,9.917686272,4.111365547,0.508558606,261170
19.0365448,1,0,10.74585183,5.039287537,0.510925088,261180
11.01491547,1,1,10.75528243,5.039287537,0.510925088,261180
17.11660957,1,0,10.04659173,4.578723536,0.497675049,261190
14.88223648,1,1,10.05543581,4.578723536,0.497675049,261190
10.8143692,1,0,9.271811694,4.074991834,0.507651246,261200
11.88194752,1,1,9.234740259,4.074991834,0.507651246,261200
6.631558418,1,0,9.235423152,4.652435378,0.497530069,261210
7.484168053,1,1,9.267476563,4.652435378,0.497530069,261210
17.75705719,1,0,10.99226834,3.513632811,0.512546575,261220
16.57994652,1,1,11.00404794,3.513632811,0.512546575,261220
15.90128517,1,0,9.662816284,4.10643781,0.517734666,261230
14.9926939,1,1,9.665293813,4.10643781,0.517734666,261230
12.50152683,1,0,10.10875222,4.403176393,0.509906627,261240
10.8187952,1,1,10.14725692,4.403176393,0.509906627,261240
17.98610115,1,0,9.594105053,2.381396273,0.499043696,261245
15.07199574,1,1,9.617936541,2.381396273,0.499043696,261245
14.78713036,1,0,9.418004736,4.628789052,0.506118287,261247
14.62626266,1,1,9.428591977,4.628789052,0.506118287,261247
14.09770679,1,0,11.50525613,5.565401245,0.516190541,261250
12.06991673,1,1,11.54887159,5.565401245,0.516190541,261250
13.14293861,1,0,9.552226498,2.587764035,0.494503029,261255
13.55262184,1,1,9.565564264,2.587764035,0.494503029,261255
19.68274117,1,0,10.62381206,2.575661013,0.496183593,261260
18.08804321,1,1,10.63284612,2.575661013,0.496183593,261260
12.23865414,1,0,9.527119975,4.950956059,0.502803164,261270
14.82499313,1,1,9.54115377,4.950956059,0.502803164,261270
13.74125004,1,0,9.356257247,4.028916757,0.51005368,261280
12.04197502,1,1,9.365804475,4.028916757,0.51005368,261280
9.99404335,1,0,9.623045872,4.464412748,0.496664515,261290
10.39011955,1,1,9.648401736,4.464412748,0.496664515,261290
14.0766058,1,0,10.95159571,4.304470416,0.501070583,261300
10.87390137,1,1,10.97251654,4.304470416,0.501070583,261300
13.18843365,1,0,10.50843174,4.524285457,0.51230368,261310
13.95424747,1,1,10.51583132,4.524285457,0.51230368,261310
14.94412804,1,0,10.01157933,4.412798293,0.510088213,261320
15.62011909,1,1,10.02207027,4.412798293,0.510088213,261320
16.84967804,1,0,9.958354454,4.481758841,0.502391644,261330
15.44638634,1,1,9.962463758,4.481758841,0.502391644,261330
19.04238319,1,0,9.903887473,5.569069432,0.512266227,261340
17.50590134,1,1,9.935664284,5.569069432,0.512266227,261340
17.19368172,1,0,10.42278717,3.096934154,0.502069473,261350
13.89548683,1,1,10.42649863,3.096934154,0.502069473,261350
13.79808998,1,0,10.41009429,3.684871433,0.512457193,261360
13.00686264,1,1,10.42040459,3.684871433,0.512457193,261360
16.05599022,1,0,11.60189742,5.972511059,0.513912241,261370
15.37136078,1,1,11.61905868,5.972511059,0.513912241,261370
13.68159199,1,0,9.780641723,5.004885462,0.507705882,261380
15.87480259,1,1,9.788862027,5.004885462,0.507705882,261380
17.44012451,1,0,11.33517345,3.280535205,0.522579261,261390
15.55313206,1,1,11.35005353,3.280535205,0.522579261,261390
13.32841682,1,0,9.851246441,2.493205453,0.498172495,261400
13.56609535,1,1,9.854769886,2.493205453,0.498172495,261400
11.55987263,1,0,10.46902861,2.635479508,0.511646491,261410
10.94240379,1,1,10.47787935,2.635479508,0.511646491,261410
17.05483246,1,0,10.68336274,4.692997896,0.495036728,261420
13.66886902,1,1,10.70848912,4.692997896,0.495036728,261420
15.38051224,1,0,9.327945614,3.314913013,0.497754222,261430
12.27539539,1,1,9.327234123,3.314913013,0.497754222,261430
19.21456337,1,0,8.688285266,3.725693427,0.494777159,261440
12.94117641,1,1,8.693496676,3.725693427,0.494777159,261440
14.13676167,1,0,11.0434337,5.444234241,0.521592754,261450
13.40868759,1,1,11.06319494,5.444234241,0.521592754,261450
15.11987877,1,0,10.23199962,4.221124045,0.509327582,261460
13.95149136,1,1,10.244663,4.221124045,0.509327582,261460
11.92319584,1,0,9.466222132,4.023743255,0.508369352,261470
11.24903011,1,1,9.462809689,4.023743255,0.508369352,261470
13.86252975,1,0,10.09567693,2.859339649,0.49433569,261480
11.85786819,1,1,10.1267511,2.859339649,0.49433569,261480
17.47076988,1,0,10.01337282,4.571199666,0.497465605,261485
17.52988052,1,1,10.0367064,4.571199666,0.497465605,261485
12.72620296,1,0,10.21053098,3.959097413,0.504798619,261500
10.58201027,1,1,10.23928099,3.959097413,0.504798619,261500
15.64945221,1,0,8.857799727,3.79503965,0.514472317,261510
15.01629162,1,1,8.866299566,3.79503965,0.514472317,261510
14.32693291,1,0,9.215427411,3.362802994,0.490946325,261520
12.17715836,1,1,9.241160514,3.362802994,0.490946325,261520
15.04317951,1,0,10.89386483,5.215804945,0.518736647,261530
13.23156166,1,1,10.8842168,5.215804945,0.518736647,261530
14.23106003,1,0,10.62222938,7.232162164,0.510012938,261540
11.86915398,1,1,10.67299374,7.232162164,0.510012938,261540
15.43118763,1,0,9.513698924,4.702931904,0.512600536,261550
13.75101089,1,1,9.520981849,4.702931904,0.512600536,261550
20.49278641,1,0,10.28127309,4.734178867,0.506203094,261560
17.85169792,1,1,10.30367208,4.734178867,0.506203094,261560
12.44758892,1,0,9.633252394,4.361185969,0.521524723,261570
11.28016758,1,1,9.631350691,4.361185969,0.521524723,261570
11.7687521,1,0,10.17240721,3.318540148,0.503991812,261580
11.07624817,1,1,10.19342957,3.318540148,0.503991812,261580
14.6173687,1,0,9.004668302,3.792788918,0.513943218,261590
12.76073647,1,1,9.006876891,3.792788918,0.513943218,261590
15.00226402,1,0,9.779283949,3.913022506,0.51034139,261600
11.19131565,1,1,9.801842349,3.913022506,0.51034139,261600
15.58524132,1,0,9.151863442,2.954910279,0.509516517,261610
14.17389488,1,1,9.155989777,2.954910279,0.509516517,261610
13.71267414,1,0,8.962263554,4.672174415,0.508827639,261618
14.83870983,1,1,8.948066103,4.672174415,0.508827639,261618
19.72716713,1,0,9.889337917,4.530662134,0.509603776,261620
15.56712341,1,1,9.9145264,4.530662134,0.509603776,261620
12.52577019,1,0,10.37392859,4.90364382,0.505954705,261630
11.19368172,1,1,10.38269866,4.90364382,0.505954705,261630
15.52537155,1,0,11.81211112,5.856732434,0.519834736,261640
14.48336315,1,1,11.82558791,5.856732434,0.519834736,261640
20.47687721,1,0,9.585552437,4.845603406,0.503654296,261650
15.15151501,1,1,9.590008925,4.845603406,0.503654296,261650
15.64173985,0,0,8.448271746,1.043804052,0.475876195,430003
10.41224003,0,1,8.461891876,1.043804052,0.475876195,430003
12.50325584,0,0,8.252967195,2.546315278,0.49516389,430005
11.1950016,0,1,8.253488028,2.546315278,0.49516389,430005
9.453781128,0,0,9.748936793,3.440097531,0.500717618,430010
9.637850761,0,1,9.746950695,3.440097531,0.500717618,430010
8.238789558,0,0,8.909775674,3.110845081,0.505858029,430020
10.55766106,0,1,8.905444319,3.110845081,0.505858029,430020
8.510024071,0,0,8.844047899,3.108167703,0.501490419,430030
8.306615829,0,1,8.824530822,3.108167703,0.501490419,430030
11.74319839,0,0,11.2742748,2.297572551,0.509986736,430040
10.92979717,0,1,11.26758743,2.297572551,0.509986736,430040
8.83054924,0,0,8.340456013,3.215269329,0.500348756,430045
9.189843178,0,1,8.315077007,3.215269329,0.500348756,430045
10.48118114,0,0,7.64921632,2.05284086,0.496371553,430047
10.51625252,0,1,7.642524134,2.05284086,0.496371553,430047
9.279546738,0,0,8.956608739,3.195402469,0.485611063,430050
9.420384407,0,1,8.927048648,3.195402469,0.485611063,430050
7.604562759,0,0,7.518064181,2.78192005,0.489177489,430055
8.187772751,0,1,7.503840747,2.78192005,0.489177489,430055
8.606421471,0,0,8.013343181,3.606584211,0.485773055,430057
10.56454277,0,1,8.016977747,3.606584211,0.485773055,430057
16.62282944,0,0,12.2340817,7.917150123,0.514087278,430060
16.12106705,0,1,12.242366,7.917150123,0.514087278,430060
9.053131104,0,0,8.815518424,2.528923535,0.483551078,430063
8.116883278,0,1,8.827174771,2.528923535,0.483551078,430063
9.652254105,0,0,8.931023216,4.360930671,0.490372798,430064
9.117336273,0,1,8.932344569,4.360930671,0.490372798,430064
8.573655128,0,0,7.156956365,1.32175584,0.490131579,430066
8.513932228,0,1,7.170119543,1.32175584,0.490131579,430066
6.578947544,0,0,8.737452588,3.218875825,0.501893628,430070
9.477911949,0,1,8.734881892,3.218875825,0.501893628,430070
10.84990978,0,0,9.493411832,3.60875341,0.500896127,430080
10.31393528,0,1,9.495218517,3.60875341,0.500896127,430080
6.89838171,0,0,8.234564993,1.961502244,0.497969131,430085
11.17021275,0,1,8.230843564,1.961502244,0.497969131,430085
20.58319092,0,0,8.565411764,4.926021042,0.495065789,430087
17.91776657,0,1,8.584664907,4.926021042,0.495065789,430087
8.110543251,0,0,8.803574418,2.95647156,0.491241432,430090
6.92666769,0,1,8.798001695,2.95647156,0.491241432,430090
13.70413113,0,0,9.899529731,4.778366904,0.502049726,430100
12.82051277,0,1,9.911554924,4.778366904,0.502049726,430100
11.91578007,0,0,9.064620718,4.159039321,0.504780362,430105
12.85698032,0,1,9.096163327,4.159039321,0.504780362,430105
5.572970867,0,0,7.96241568,3.089222617,0.482051282,430107
6.5880723,0,1,7.97074039,3.089222617,0.482051282,430107
12.49382401,0,0,9.558670595,3.463859143,0.512347494,430110
12.32654762,0,1,9.562896847,3.463859143,0.512347494,430110
10.46923256,0,0,9.493788494,3.682358237,0.495256167,430120
10.36425114,0,1,9.499496358,3.682358237,0.495256167,430120
10.60014725,0,0,9.850192255,1.994700313,0.503302653,430130
11.55672836,0,1,9.84876734,1.994700313,0.503302653,430130
10.39206409,0,0,9.267193184,3.628067315,0.497897311,430140
11.04294491,0,1,9.269080867,3.628067315,0.497897311,430140
8.639910698,0,0,8.878497404,3.016514813,0.508596392,430150
9.935627937,0,1,8.870241567,3.016514813,0.508596392,430150
9.090909004,0,0,8.22684089,3.141994781,0.506957708,430155
6.704210281,0,1,8.222822131,3.141994781,0.506957708,430155
13.09475803,0,0,11.70766131,3.350605596,0.522201483,430160
13.29850578,0,1,11.71166156,3.350605596,0.522201483,430160
11.39648151,0,0,9.401704257,4.650430317,0.507737657,430163
11.62223625,0,1,9.432923766,4.650430317,0.507737657,430163
10.60832119,0,0,8.704999678,3.831246695,0.492771294,430165
8.580858231,0,1,8.71374633,3.831246695,0.492771294,430165
9.925926208,0,0,8.817297784,3.222867846,0.495175371,430170
15.39144611,0,1,8.818630229,3.222867846,0.495175371,430170
9.237874985,0,0,8.903951072,2.777576264,0.466942149,430175
8.259986877,0,1,8.911260255,2.777576264,0.466942149,430175
7.644703388,0,0,8.611411867,2.339880878,0.497666604,430180
7.111597538,0,1,8.608677882,2.339880878,0.497666604,430180
11.44801998,0,0,8.08085642,3.867443962,0.498219489,430185
13.60965061,0,1,8.084870629,3.867443962,0.498219489,430185
9.060563087,0,0,8.341410211,1.335001067,0.469591226,430187
11.42585087,0,1,8.345692873,1.335001067,0.469591226,430187
9.161114693,0,0,9.488577986,2.847812143,0.502624881,430190
12.06272602,0,1,9.496721599,2.847812143,0.502624881,430190
5.073566914,0,0,7.586296307,2.611539301,0.476285572,430192
3.070624352,0,1,7.566828479,2.611539301,0.476285572,430192
14.47527122,0,0,7.818832444,3.674526948,0.502746092,430195
